# Mouse TFs were from TcoF-DBv2 (PMID: 27789689). We performed symbol update and Ensembl gene id mapping in December, 2020. -- MG
Symbol	EntrezID	Name	Species	Symbol_20201219	EnsemblID
Zfp236	329002	zinc finger protein 236	mouse	Zfp236	ENSMUSG00000041258
Zfp239	22685	zinc finger protein 239	mouse	Zfp239	ENSMUSG00000042097
Zfp24	59057	zinc finger protein 24	mouse	Zfp24	ENSMUSG00000051469
Zfp248	72720	zinc finger protein 248	mouse	Zfp248	ENSMUSG00000030145
Zfp251	71591	zinc finger protein 251	mouse	Zfp251	ENSMUSG00000022526
Zfp26	22688	zinc finger protein 26	mouse	Zfp26	ENSMUSG00000063108
Zfp260	26466	zinc finger protein 260	mouse	Zfp260	ENSMUSG00000049421
Zfp263	74120	zinc finger protein 263	mouse	Zfp263	ENSMUSG00000022529
Zfp27	22689	zinc finger protein 27	mouse	Zfp27	ENSMUSG00000062040
Zfp273	212569	zinc finger protein 273	mouse	Zfp273	ENSMUSG00000030446
Zfp275	27081	zinc finger protein 275	mouse	Zfp275	ENSMUSG00000031365
Zfp276	57247	zinc finger protein (C2H2 type) 276	mouse	Zfp276	ENSMUSG00000001065
Zfp277	246196	zinc finger protein 277	mouse	Zfp277	ENSMUSG00000055917
Zfp28	22690	zinc finger protein 28	mouse	Zfp28	ENSMUSG00000062861
Zfp280b	64453	zinc finger protein 280B	mouse	Zfp280b	ENSMUSG00000049764
Zfp280c	208968	zinc finger protein 280C	mouse	Zfp280c	ENSMUSG00000036916
Zfp280d	235469	zinc finger protein 280D	mouse	Zfp280d	ENSMUSG00000038535
Zfp281	226442	zinc finger protein 281	mouse	Zfp281	ENSMUSG00000041483
Zfp282	101095	zinc finger protein 282	mouse	Zfp282	ENSMUSG00000025821
Zfp286	192651	zinc finger protein 286	mouse	Zfp286	ENSMUSG00000047342
Zfp287	170740	zinc finger protein 287	mouse	Zfp287	ENSMUSG00000005267
Zfp292	30046	zinc finger protein 292	mouse	Zfp292	ENSMUSG00000039967
Zfp296	63872	zinc finger protein 296	mouse	Zfp296	ENSMUSG00000011267
Zfp3	193043	zinc finger protein 3	mouse	Zfp3	ENSMUSG00000043602
Zfp30	22693	zinc finger protein 30	mouse	Zfp30	ENSMUSG00000047473
Zfp300	245368	zinc finger protein 300	mouse	Zfp300	ENSMUSG00000031079
Zfp317	244713	zinc finger protein 317	mouse	Zfp317	ENSMUSG00000057551
Zfp318	57908	zinc finger protein 318	mouse	Zfp318	ENSMUSG00000015597
Zfp319	79233	zinc finger protein 319	mouse	Zfp319	ENSMUSG00000046556
Zfp322a	218100	zinc finger protein 322A	mouse	Zfp322a	ENSMUSG00000046351
Zfp324	243834	zinc finger protein 324	mouse	Zfp324	ENSMUSG00000004500
Zfp326	54367	zinc finger protein 326	mouse	Zfp326	ENSMUSG00000029290
Zfp329	67230	zinc finger protein 329	mouse	Zfp329	ENSMUSG00000057894
Zfp334	228876	zinc finger protein 334	mouse	Zfp334	ENSMUSG00000017667
Zfp335	329559	zinc finger protein 335	mouse	Zfp335	ENSMUSG00000039834
Zfp341	228807	zinc finger protein 341	mouse	Zfp341	ENSMUSG00000059842
Zfp346	26919	zinc finger protein 346	mouse	Zfp346	ENSMUSG00000021481
Zfp354a	21408	zinc finger protein 354A	mouse	Zfp354a	ENSMUSG00000020364
Zfp354b	27274	zinc finger protein 354B	mouse	Zfp354b	ENSMUSG00000020335
Zfp354c	30944	zinc finger protein 354C	mouse	Zfp354c	ENSMUSG00000044807
Zfp358	140482	zinc finger protein 358	mouse	Zfp358	ENSMUSG00000047264
Zfp362	230761	zinc finger protein 362	mouse	Zfp362	ENSMUSG00000028799
Zfp365	216049	zinc finger protein 365	mouse	Zfp365	ENSMUSG00000037855
Zfp366	238803	zinc finger protein 366	mouse	Zfp366	ENSMUSG00000050919
Zfp367	238673	zinc finger protein 367	mouse	Zfp367	ENSMUSG00000044934
Zfp369	170936	zinc finger protein 369	mouse	Zfp369	ENSMUSG00000021514
Zfp36l1	12192	"zinc finger protein 36, C3H type-like 1"	mouse	Zfp36l1	ENSMUSG00000021127
Zfp36l2	12193	"zinc finger protein 36, C3H type-like 2"	mouse	Zfp36l2	ENSMUSG00000045817
Zfp37	22696	zinc finger protein 37	mouse	Zfp37	ENSMUSG00000028389
Zfp382	233060	zinc finger protein 382	mouse	Zfp382	ENSMUSG00000074220
Zfp383	73729	zinc finger protein 383	mouse	Zfp383	ENSMUSG00000099689
Zfp384	269800	zinc finger protein 384	mouse	Zfp384	ENSMUSG00000038346
Zfp385a	29813	zinc finger protein 385A	mouse	Zfp385a	ENSMUSG00000000552
Zfp385b	241494	zinc finger protein 385B	mouse	Zfp385b	ENSMUSG00000027016
Zfp385c	278304	zinc finger protein 385C	mouse	Zfp385c	ENSMUSG00000014198
Zfp386	56220	zinc finger protein 386 (Kruppel-like)	mouse	Zfp386	ENSMUSG00000042063
Zfp39	22698	zinc finger protein 39	mouse	Zfp39	ENSMUSG00000037001
Zfp395	380912	zinc finger protein 395	mouse	Zfp395	ENSMUSG00000034522
Zfp397	69256	zinc finger protein 397	mouse	Zfp397	ENSMUSG00000024276
Zfp398	272347	zinc finger protein 398	mouse	Zfp398	ENSMUSG00000062519
Zfp407	240476	zinc finger protein 407	mouse	Zfp407	ENSMUSG00000048410
Zfp408	381410	zinc finger protein 408	mouse	Zfp408	ENSMUSG00000075040
Zfp41	22701	zinc finger protein 41	mouse	Zfp41	ENSMUSG00000047003
Zfp410	52708	zinc finger protein 410	mouse	Zfp410	ENSMUSG00000042472
Zfp414	328801	zinc finger protein 414	mouse	Zfp414	ENSMUSG00000073423
Zfp418	232854	zinc finger protein 418	mouse	Zfp418	ENSMUSG00000034538
Zfp42	22702	zinc finger protein 42	mouse	Zfp42	ENSMUSG00000051176
Zfp420	233058	zinc finger protein 420	mouse	Zfp420	ENSMUSG00000058402
Zfp422	67255	zinc finger protein 422	mouse	Zfp422	ENSMUSG00000059878
Zfp423	94187	zinc finger protein 423	mouse	Zfp423	ENSMUSG00000045333
Zfp426	235028	zinc finger protein 426	mouse	Zfp426	ENSMUSG00000059475
Zfp428	232969	zinc finger protein 428	mouse	Zfp428	ENSMUSG00000064264
Zfp429	72807	zinc finger protein 429	mouse	Zfp429	ENSMUSG00000078994
Zfp438	240186	zinc finger protein 438	mouse	Zfp438	ENSMUSG00000050945
Zfp444	72667	zinc finger protein 444	mouse	Zfp444	ENSMUSG00000044876
Zfp445	235682	zinc finger protein 445	mouse	Zfp445	ENSMUSG00000047036
Zfp446	269870	zinc finger protein 446	mouse	Zfp446	ENSMUSG00000033961
Zfp449	78619	zinc finger protein 449	mouse	Zfp449	ENSMUSG00000073176
Zfp451	98403	zinc finger protein 451	mouse	Zfp451	ENSMUSG00000042197
Zfp454	237758	zinc finger protein 454	mouse	Zfp454	ENSMUSG00000048728
Zfp455	218311	zinc finger protein 455	mouse	Zfp455	ENSMUSG00000051037
Zfp456	408065	zinc finger protein 456	mouse	Zfp456	ENSMUSG00000078995
Zfp457	431706	zinc finger protein 457	mouse	Zfp457	ENSMUSG00000055341
Zfp458	238690	zinc finger protein 458	mouse	Zfp458	ENSMUSG00000055480
Zfp46	22704	zinc finger protein 46	mouse	Zfp46	ENSMUSG00000051351
Zfp462	242466	zinc finger protein 462	mouse	Zfp462	ENSMUSG00000060206
Zfp467	68910	zinc finger protein 467	mouse	Zfp467	ENSMUSG00000068551
Zfp473	243963	zinc finger protein 473	mouse	Zfp473	ENSMUSG00000048012
Zfp474	66758	zinc finger protein 474	mouse	Zfp474	ENSMUSG00000046886
Zfp488	382867	zinc finger protein 488	mouse	Zfp488	ENSMUSG00000044519
Zfp493	72958	zinc finger protein 493	mouse	Zfp493	ENSMUSG00000090659
Zfp503	218820	zinc finger protein 503	mouse	Zfp503	ENSMUSG00000039081
Zfp507	668501	zinc finger protein 507	mouse	Zfp507	ENSMUSG00000044452
Zfp51	22709	zinc finger protein 51	mouse	Zfp51	ENSMUSG00000023892
Zfp511	69752	zinc finger protein 511	mouse	Zfp511	ENSMUSG00000025470
Zfp512	269639	zinc finger protein 512	mouse	Zfp512	ENSMUSG00000062761
Zfp512b	269401	zinc finger protein 512B	mouse	Zfp512b	ENSMUSG00000000823
Zfp513	101023	zinc finger protein 513	mouse	Zfp513	ENSMUSG00000043059
Zfp516	329003	zinc finger protein 516	mouse	Zfp516	ENSMUSG00000058881
Zfp518a	72672	zinc finger protein 518A	mouse	Zfp518a	ENSMUSG00000049164
Zfp518b	100515	zinc finger protein 518B	mouse	Zfp518b	ENSMUSG00000046572
Zfp521	225207	zinc finger protein 521	mouse	Zfp521	ENSMUSG00000024420
Zfp523	224656	zinc finger protein 523	mouse	Zfp523	ENSMUSG00000024220
Zfp524	66056	zinc finger protein 524	mouse	Zfp524	ENSMUSG00000051184
Zfp526	210172	zinc finger protein 526	mouse	Zfp526	ENSMUSG00000046541
Zfp53	24132	zinc finger protein 53	mouse	Zfp53	ENSMUSG00000057409
Zfp532	328977	zinc finger protein 532	mouse	Zfp532	ENSMUSG00000042439
Zfp536	243937	zinc finger protein 536	mouse	Zfp536	ENSMUSG00000043456
Zfp541	666528	zinc finger protein 541	mouse	Zfp541	ENSMUSG00000078796
Zfp551	619331	zinc fingr protein 551	mouse	Zfp551	ENSMUSG00000034071
Zfp553	233887	zinc finger protein 553	mouse	Zfp553	ENSMUSG00000045598
Zfp558	72230	zinc finger protein 558	mouse	Zfp558	ENSMUSG00000074500
Zfp560	434377	zinc finger protein 560	mouse	Zfp560	ENSMUSG00000045519
Zfp563	240068	zinc finger protein 563	mouse	Zfp563	ENSMUSG00000067424
Zfp566	72556	zinc finger protein 566	mouse	Zfp566	ENSMUSG00000078768
Zfp57	22715	zinc finger protein 57	mouse	Zfp57	ENSMUSG00000036036
Zfp574	232976	zinc finger protein 574	mouse	Zfp574	ENSMUSG00000045252
Zfp575	101544	zinc finger protein 575	mouse	Zfp575	ENSMUSG00000066721
Zfp579	68490	zinc finger protein 579	mouse	Zfp579	ENSMUSG00000051550
Zfp58	238693	zinc finger protein 58	mouse	Zfp58	ENSMUSG00000071291
Zfp580	68992	zinc finger protein 580	mouse	Zfp580	ENSMUSG00000055633
Zfp583	213011	zinc finger protein 583	mouse	Zfp583	ENSMUSG00000030443
Zfp59	22717	zinc finger protein 59	mouse	Zfp59	ENSMUSG00000078779
Zfp592	233410	zinc finger protein 592	mouse	Zfp592	ENSMUSG00000005621
Zfp593	68040	zinc finger protein 593	mouse	Zfp593	ENSMUSG00000028840
Zfp595	218314	zinc finger protein 595	mouse	Zfp595	ENSMUSG00000057842
Zfp597	71063	zinc finger protein 597	mouse	Zfp597	ENSMUSG00000039789
Zfp598	213753	zinc finger protein 598	mouse	Zfp598	ENSMUSG00000041130
Zfp60	22718	zinc finger protein 60	mouse	Zfp60	ENSMUSG00000037640
Zfp605	675812	zinc finger protein 605	mouse	Zfp605	ENSMUSG00000023284
Zfp606	67370	zinc finger protein 606	mouse	Zfp606	ENSMUSG00000030386
Zfp607	545938	zinc finger proten 607	mouse	Zfp607a	ENSMUSG00000020420
Zfp608	269023	zinc finger protein 608	mouse	Zfp608	ENSMUSG00000052713
Zfp609	214812	zinc finger protein 609	mouse	Zfp609	ENSMUSG00000040524
Zfp612	234725	zinc finger protein 612	mouse	Zfp612	ENSMUSG00000044676
Zfp616	327963	zinc finger protein 616	mouse	Zfp616	ENSMUSG00000069476
Zfp618	72701	zinc finger protein 618	mouse	Zfp618	ENSMUSG00000028358
Zfp619	70227	zinc finger protein 619	mouse	Zfp619	ENSMUSG00000068959
Zfp62	22720	zinc finger protein 62	mouse	Zfp62	ENSMUSG00000046311
Zfp622	52521	zinc finger protein 622	mouse	Zfp622	ENSMUSG00000052253
Zfp623	78834	zinc finger protein 623	mouse	Zfp623	ENSMUSG00000050846
Zfp628	232816	zinc finger protein 628	mouse	Zfp628	ENSMUSG00000074406
Zfp629	320683	zinc finger protein 629	mouse	Zfp629	ENSMUSG00000045639
Zfp637	232337	zinc finger protein 637	mouse	Zfp637	ENSMUSG00000059689
Zfp639	67778	zinc finger protein 639	mouse	Zfp639	ENSMUSG00000027667
Zfp64	22722	zinc finger protein 64	mouse	Zfp64	ENSMUSG00000027551
Zfp641	239652	zinc finger protein 641	mouse	Zfp641	ENSMUSG00000022987
Zfp644	52397	zinc finger protein 644	mouse	Zfp644	ENSMUSG00000049606
Zfp646	233905	zinc finger protein 646	mouse	Zfp646	ENSMUSG00000049739
Zfp647	239546	zinc finger protein 647	mouse	Zfp647	ENSMUSG00000054967
Zfp648	100503355	zinc finger protein 648	mouse	Zfp648	ENSMUSG00000066797
Zfp65	235907	zinc finger protein 65	mouse	Zfp65	ENSMUSG00000071281
Zfp651	270210	zinc finger protein 651	mouse	Zfp651	ENSMUSG00000013419
Zfp652	268469	zinc finger protein 652	mouse	Zfp652	ENSMUSG00000075595
Zfp653	319601	zinc finger protein 653	mouse	Zfp653	ENSMUSG00000038895
Zfp654	72020	zinc finger protein 654	mouse	Zfp654	ENSMUSG00000047141
Zfp655	72611	zinc finger protein 655	mouse	Zfp655	ENSMUSG00000007812
Zfp658	210104	zinc finger protein 658	mouse	Zfp658	ENSMUSG00000056592
Zfp661	72180	zinc finger protein 661	mouse	Zfp661	ENSMUSG00000034800
Zfp664	269704	zinc finger protein 664	mouse	Zfp664	ENSMUSG00000079215
Zfp667	384763	zinc finger protein 667	mouse	Zfp667	ENSMUSG00000054893
Zfp668	244219	zinc finger protein 668	mouse	Zfp668	ENSMUSG00000049728
Zfp672	319475	zinc finger protein 672	mouse	Zfp672	ENSMUSG00000049755
Zfp677	210503	zinc finger protein 677	mouse	Zfp677	ENSMUSG00000062743
Zfp68	24135	zinc finger protein 68	mouse	Zfp68	ENSMUSG00000058291
Zfp687	78266	zinc finger protein 687	mouse	Zfp687	ENSMUSG00000019338
Zfp688	69234	zinc finger protein 688	mouse	Zfp688	ENSMUSG00000045251
Zfp689	71131	zinc finger protein 689	mouse	Zfp689	ENSMUSG00000048921
Zfp69	381549	zinc finger protein 69	mouse	Zfp69	ENSMUSG00000064141
Zfp691	195522	zinc finger protein 691	mouse	Zfp691	ENSMUSG00000045268
Zfp697	242109	zinc finger protein 697	mouse	Zfp697	ENSMUSG00000050064
Zfp7	223669	zinc finger protein 7	mouse	Zfp7	ENSMUSG00000033669
Zfp703	353310	zinc finger protein 703	mouse	Zfp703	ENSMUSG00000085795
Zfp704	170753	zinc finger protein 704	mouse	Zfp704	ENSMUSG00000040209
Zfp706	68036	zinc finger protein 706	mouse	Zfp706	ENSMUSG00000062397
Zfp707	69020	zinc finger protein 707	mouse	Zfp707	ENSMUSG00000034429
Zfp708	432769	zinc finger protein 708	mouse	Zfp708	ENSMUSG00000058883
Zfp709	236193	zinc finger protein 709	mouse	Zfp709	ENSMUSG00000056019
Zfp710	209225	zinc finger protein 710	mouse	Zfp710	ENSMUSG00000048897
Zfp711	245595	zinc finger protein 711	mouse	Zfp711	ENSMUSG00000025529
Zfp712	78251	zinc finger protein 712	mouse	Zfp712	ENSMUSG00000090641
Zfp715	69930	zinc finger protein 715	mouse	Zfp715	ENSMUSG00000012640
Zfp719	210105	zinc finger protein 719	mouse	Zfp719	ENSMUSG00000030469
Zfp72	238722	zinc finger protein 72	mouse	Zfp72	ENSMUSG00000069184
Zfp735	76390	zinc finger protein 735	mouse	Zfp735	ENSMUSG00000060630
Zfp738	408068	zinc finger protein 738	mouse	Zfp738	ENSMUSG00000048280
Zfp74	72723	zinc finger protein 74	mouse	Zfp74	ENSMUSG00000059975
Zfp740	68744	zinc finger protein 740	mouse	Zfp740	ENSMUSG00000046897
Zfp746	69228	zinc finger protein 746	mouse	Zfp746	ENSMUSG00000057691
Zfp747	269997	zinc finger protein 747	mouse	Zfp747	ENSMUSG00000054381
Zfp748	212276	zinc finger protein 748	mouse	Zfp748	ENSMUSG00000095432
Zfp750	319530	zinc finger protein 750	mouse	Zfp750	ENSMUSG00000039238
Zfp759	268670	zinc finger protein 759	mouse	Zfp759	ENSMUSG00000057396
Zfp764	233893	zinc finger protein 764	mouse	Zfp764	ENSMUSG00000045757
Zfp768	233890	zinc finger protein 768	mouse	Zfp768	ENSMUSG00000047371
Zfp770	228491	zinc finger protein 770	mouse	Zfp770	ENSMUSG00000040321
Zfp771	244216	zinc finger protein 771	mouse	Zfp771	ENSMUSG00000054716
Zfp773	76373	zinc finger protein 773	mouse	Zfp773	ENSMUSG00000063535
Zfp775	243372	zinc finger protein 775	mouse	Zfp775	ENSMUSG00000007216
Zfp777	72306	zinc finger protein 777	mouse	Zfp777	ENSMUSG00000071477
Zfp78	330463	zinc finger protein 78	mouse	Zfp78	ENSMUSG00000055150
Zfp780b	338354	zinc finger protein 780B	mouse	Zfp780b	ENSMUSG00000063047
Zfp784	654801	zinc finger protein 784	mouse	Zfp784	ENSMUSG00000043290
Zfp786	330301	zinc finger protein 786	mouse	Zfp786	ENSMUSG00000051499
Zfp787	67109	zinc finger protein 787	mouse	Zfp787	ENSMUSG00000046792
Zfp788	67607	zinc finger protein 788	mouse	Zfp788	ENSMUSG00000074165
Zfp790	233056	zinc finger protein 790	mouse	Zfp790	ENSMUSG00000011427
Zfp791	244556	zinc finger protein 791	mouse	Zfp791	ENSMUSG00000074194
Zfp799	240064	zinc finger protein 799	mouse	Zfp799	ENSMUSG00000095253
Zfp800	627049	zinc finger protein 800	mouse	Zfp800	ENSMUSG00000039841
Zfp804a	241514	zinc finger protein 804A	mouse	Zfp804a	ENSMUSG00000070866
Zfp804b	207618	zinc finger protein 804B	mouse	Zfp804b	ENSMUSG00000092094
Zfp810	235050	zinc finger protein 810	mouse	Zfp810	ENSMUSG00000066829
Zfp819	74400	zinc finger protein 819	mouse	Zfp819	ENSMUSG00000055102
Zfp82	330502	zinc finger protein 82	mouse	Zfp82	ENSMUSG00000098022
Zfp821	75871	zinc finger protein 821	mouse	Zfp821	ENSMUSG00000031728
Zfp827	622675	zinc finger protein 827	mouse	Zfp827	ENSMUSG00000071064
Zfp830	66983	zinc finger protein 830	mouse	Zfp830	ENSMUSG00000046010
Zfp831	100043757	zinc finger protein 831	mouse	Zfp831	ENSMUSG00000050600
Zfp839	72805	zinc finger protein 839	mouse	Zfp839	ENSMUSG00000021271
Zfp84	74352	zinc finger protein 84	mouse	Zfp84	ENSMUSG00000046185
Zfp846	244721	zinc finger protein 846	mouse	Zfp846	ENSMUSG00000058192
Zfp853	330230	zinc finger protein 853	mouse	Zfp853	ENSMUSG00000093910
Zfp867	237775	zinc finger protein 867	mouse	Zfp867	ENSMUSG00000054519
Zfp87	170763	zinc finger protein 87	mouse	Zfp87	ENSMUSG00000097333
Zfp872	619310	zinc finger protein 872	mouse	Zfp872	ENSMUSG00000074472
Zfp874a	238692	zinc finger protein 874a	mouse	Zfp874a	ENSMUSG00000069206
Zfp874b	408067	zinc finger protein 874b	mouse	Zfp874b	ENSMUSG00000059839
Zfp879	214779	zinc finger protein 879	mouse	Zfp879	ENSMUSG00000044296
Zfp9	22750	zinc finger protein 9	mouse	Zfp9	ENSMUSG00000072623
Zfp90	22751	zinc finger protein 90	mouse	Zfp90	ENSMUSG00000031907
Zfp91	109910	zinc finger protein 91	mouse	Zfp91	ENSMUSG00000024695
Zfp92	22754	zinc finger protein 92	mouse	Zfp92	ENSMUSG00000031374
Zfp93	22755	zinc finger protein 93	mouse	Zfp93	ENSMUSG00000055305
Zfp94	22756	zinc finger protein 94	mouse	Zfp94	ENSMUSG00000074282
Zfp940	233057	zinc finger protein 940	mouse	Zfp940	ENSMUSG00000050855
Zfp941	407812	zinc finger protein 941	mouse	Zfp941	ENSMUSG00000060314
Zfp945	240041	zinc finger protein 945	mouse	Zfp945	ENSMUSG00000059142
Zfp953	629016	zinc finger protein 953	mouse	Zfp953	ENSMUSG00000098905
Zfp957	105590	zinc finger protein 957	mouse	Zfp957	ENSMUSG00000071262
Zfp958	233987	zinc finger protein 958	mouse	Zfp958	ENSMUSG00000058748
Zfp960	449000	zinc finger protein 960	mouse	Zfp960	ENSMUSG00000096696
Zfp961	234413	zinc finger protein 961	mouse	Zfp961	ENSMUSG00000052446
Zfpm1	22761	"zinc finger protein, multitype 1"	mouse	Zfpm1	ENSMUSG00000049577
Zfpm2	22762	"zinc finger protein, multitype 2"	mouse	Zfpm2	ENSMUSG00000022306
Zfx	22764	zinc finger protein X-linked	mouse	Zfx	ENSMUSG00000079509
Zfy1	22767	"zinc finger protein 1, Y-linked"	mouse	Zfy1	ENSMUSG00000053211
Zfy2	22768	"zinc finger protein 2, Y-linked"	mouse	Zfy2	ENSMUSG00000000103
Zfyve26	211978	"zinc finger, FYVE domain containing 26"	mouse	Zfyve26	ENSMUSG00000066440
Zglp1	100009600	"zinc finger, GATA-like protein 1"	mouse	Zglp1	ENSMUSG00000079681
Zgpat	229007	"zinc finger, CCCH-type with G patch domain"	mouse	Zgpat	ENSMUSG00000027582
Zhx1	22770	zinc fingers and homeoboxes 1	mouse	Zhx1	ENSMUSG00000022361
Zhx2	387609	zinc fingers and homeoboxes 2	mouse	Zhx2	ENSMUSG00000071757
Zhx3	320799	zinc fingers and homeoboxes 3	mouse	Zhx3	ENSMUSG00000035877
Zic1	22771	zinc finger protein of the cerebellum 1	mouse	Zic1	ENSMUSG00000032368
Zic2	22772	zinc finger protein of the cerebellum 2	mouse	Zic2	ENSMUSG00000061524
Zic3	22773	zinc finger protein of the cerebellum 3	mouse	Zic3	ENSMUSG00000067860
Zic4	22774	zinc finger protein of the cerebellum 4	mouse	Zic4	ENSMUSG00000036972
Zic5	65100	zinc finger protein of the cerebellum 5	mouse	Zic5	ENSMUSG00000041703
Zik1	22775	zinc finger protein interacting with K protein 1	mouse	Zik1	ENSMUSG00000030393
Zim1	22776	"zinc finger, imprinted 1"	mouse	Zim1	ENSMUSG00000002266
Zkscan1	74570	zinc finger with KRAB and SCAN domains 1	mouse	Zkscan1	ENSMUSG00000029729
Zkscan14	67235	zinc finger with KRAB and SCAN domains 14	mouse	Zkscan14	ENSMUSG00000029627
Zkscan16	100041581	zinc finger with KRAB and SCAN domains 16	mouse	Zkscan16	ENSMUSG00000038630
Zkscan17	268417	zinc finger with KRAB and SCAN domains 17	mouse	Zkscan17	ENSMUSG00000020472
Zkscan2	210162	zinc finger with KRAB and SCAN domains 2	mouse	Zkscan2	ENSMUSG00000030757
Zkscan3	72739	zinc finger with KRAB and SCAN domains 3	mouse	Zkscan3	ENSMUSG00000021327
Zkscan4	544922	zinc finger with KRAB and SCAN domains 4	mouse	Zkscan4	ENSMUSG00000054931
Zkscan5	22757	zinc finger with KRAB and SCAN domains 5	mouse	Zkscan5	ENSMUSG00000055991
Zkscan6	52712	zinc finger with KRAB and SCAN domains 6	mouse	Zkscan6	ENSMUSG00000018347
Zkscan7	382118	zinc finger with KRAB and SCAN domains 7	mouse	Zkscan7	ENSMUSG00000063488
Zkscan8	93681	zinc finger with KRAB and SCAN domains 8	mouse	Zkscan8	ENSMUSG00000063894
Zmat1	215693	"zinc finger, matrin type 1"	mouse	Zmat1	ENSMUSG00000052676
Zmat2	66492	"zinc finger, matrin type 2"	mouse	Zmat2	ENSMUSG00000001383
Zmat3	22401	zinc finger matrin type 3	mouse	Zmat3	ENSMUSG00000027663
Zmat4	320158	"zinc finger, matrin type 4"	mouse	Zmat4	ENSMUSG00000037492
Zmat5	67178	"zinc finger, matrin type 5"	mouse	Zmat5	ENSMUSG00000009076
Znf729	100044381	-	mouse	Znf729	
Znfx1	98999	"zinc finger, NFX1-type containing 1"	mouse	Znfx1	ENSMUSG00000039501
Zscan10	332221	zinc finger and SCAN domain containing 10	mouse	Zscan10	ENSMUSG00000023902
Zscan12	22758	zinc finger and SCAN domain containing 12	mouse	Zscan12	ENSMUSG00000036721
Zscan18	232875	zinc finger and SCAN domain containing 18	mouse	Zscan18	ENSMUSG00000070822
Zscan2	22691	zinc finger and SCAN domain containing 2	mouse	Zscan2	ENSMUSG00000038797
Zscan20	269585	zinc finger and SCAN domains 20	mouse	Zscan20	ENSMUSG00000061894
Zscan21	22697	zinc finger and SCAN domain containing 21	mouse	Zscan21	ENSMUSG00000037017
Zscan22	232878	zinc finger and SCAN domain containing 22	mouse	Zscan22	ENSMUSG00000054715
Zscan25	666311	zinc finger and SCAN domain containing 25	mouse	Zscan25	ENSMUSG00000070420
Zscan26	432731	zinc finger and SCAN domain containing 26	mouse	Zscan26	ENSMUSG00000022228
Zscan29	99334	zinc finger SCAN domains 29	mouse	Zscan29	ENSMUSG00000050619
Zscan30	328918	zinc finger and SCAN domain containing 30	mouse	Zscan30	ENSMUSG00000024274
Zscan4a	434555	zinc finger and SCAN domain containing 4A	mouse	Zscan4a	ENSMUSG00000110097
Zscan4b	665780	zinc finger and SCAN domain containing 4B	mouse	Zscan4b	ENSMUSG00000095339
Zscan4c	245109	zinc finger and SCAN domain containing 4C	mouse	Zscan4c	ENSMUSG00000054272
Zscan4d	545913	zinc finger and SCAN domain containing 4D	mouse	Zscan4d	ENSMUSG00000090714
Zscan4e	665848	zinc finger and SCAN domain containing 4E	mouse	Zscan4e	ENSMUSG00000095936
Zscan4f	665902	zinc finger and SCAN domain containing 4F	mouse	Zscan4f	ENSMUSG00000070828
Zscan5b	170734	zinc finger and SCAN domain containing 5B	mouse	Zscan5b	ENSMUSG00000058028
Zufsp	72580	zinc finger with UFM1-specific peptidase domain	mouse	Zup1	ENSMUSG00000039531
Zxda	668171	"zinc finger, X-linked, duplicated A"	mouse	Zxda	ENSMUSG00000073060
Zxdb	668166	"zinc finger, X-linked, duplicated B"	mouse	Zxdb	ENSMUSG00000073062
Zxdc	80292	ZXD family zinc finger C	mouse	Zxdc	ENSMUSG00000034430
Zzz3	108946	"zinc finger, ZZ domain containing 3"	mouse	Zzz3	ENSMUSG00000039068
